CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;EXT.OZON.3
c52890;p;CITY;Урицкое;52890
c52866;p;CITY;Усохская Буда;52866
c53490;p;CITY;Устье;53490
c53453;p;CITY;Усяж;53453
c53316;p;CITY;Усяжа;53316
c52333;p;CITY;Утес;52333
c52776;p;CITY;Уть;52776
c53422;p;CITY;Ухвала;53422
c53385;p;CITY;Уша;53385
c42601;p;CITY;Фаниполь;42601
c52587;p;CITY;Фариново;52587
c53625;p;CITY;Фащевка;53625
c52249;p;CITY;Федоры;52249
c54501;p;CITY;Федьковичи;54501
c52747;p;CITY;Хальч;52747
c53079;p;CITY;Ханчицы;53079
c52913;p;CITY;Хартица;52913
c53273;p;CITY;Хатежино;53273
c53583;p;CITY;Хвастовичи;53583
c52984;p;CITY;Хвиневичи;52984
c52372;p;CITY;Хидры;52372
c52829;p;CITY;Хизов;52829
c53669;p;CITY;Химы;53669
c52227;p;CITY;Хмелево;52227
c54755;p;CITY;Хмельник;54755
c52762;p;CITY;Хобное;52762
c52359;p;CITY;Ходаки;52359
c53484;p;CITY;Ходоровка;53484
c52977;p;CITY;Ходоровцы;52977
c53552;p;CITY;Ходосы;53552
c54756;p;CITY;Ходцы;54756
c53123;p;CITY;Хожово;53123
c42602;p;CITY;Хойники;42602
c52457;p;CITY;Хойно;52457
c54757;p;CITY;Холм;54757
c54697;p;CITY;Холма;54697
c52719;p;CITY;Холмеч;52719
c53562;p;CITY;Холмы;53562
c54758;p;CITY;Холомерье;54758
c54698;p;CITY;Холопеничи;54698
c53509;p;CITY;Холстово;53509
c53443;p;CITY;Холхлово;53443
c52436;p;CITY;Хомск;52436
c52922;p;CITY;Хоневичи;52922
c52264;p;CITY;Хорева;52264
c52232;p;CITY;Хоромск;52232
c53427;p;CITY;Хоростово;53427
c53263;p;CITY;Хотенчицы;53263
c52534;p;CITY;Хотилы;52534
c42603;p;CITY;Хотимск;42603
c52245;p;CITY;Хотислав;52245
c53304;p;CITY;Хотляны;53304
c53245;p;CITY;Хотова;53245
c53302;p;CITY;Хотовка;53302
c52315;p;CITY;Хотыничи;52315
c53454;p;CITY;Хотюхово;53454
c53178;p;CITY;Худовцы;53178
c52874;p;CITY;Хутор;52874
c54699;p;CITY;Хутор;54699
c53053;p;CITY;Цирин;53053
c53295;p;CITY;Цна;53295
c53287;p;CITY;Цнянка;53287
c42604;p;CITY;Чаусы;42604
c42605;p;CITY;Чашники;42605
c52868;p;CITY;Чеботовичи;52868
c52627;p;CITY;Челющевичи;52627
c52845;p;CITY;Чемерисы;52845
c52667;p;CITY;Ченки;52667
c42606;p;CITY;Червень;42606
c52815;p;CITY;Червоное;52815
c52496;p;CITY;Черейщина;52496
c54748;p;CITY;Черемушки;54748
c52836;p;CITY;Черетянка;52836
c42607;p;CITY;Чериков;42607
c53335;p;CITY;Черкассы;53335
c52368;p;CITY;Чернавчицы;52368
c53461;p;CITY;Черневичи;53461
c54502;p;CITY;Чернеевичи;54502
c52321;p;CITY;Черни;52321
c54700;p;CITY;Черницкий;54700
c53176;p;CITY;Черноградь;53176
c53483;p;CITY;Черноручье;53483
c52573;p;CITY;Черноручье 1;52573
c53568;p;CITY;Черный Бор;53568
c53530;p;CITY;Чернявка;53530
c52316;p;CITY;Черняны;52316
c53368;p;CITY;Чертяж;53368
c52988;p;CITY;Чеховщина;52988
c42608;p;CITY;Чечерск;42608
c53184;p;CITY;Чижевичи;53184
c53270;p;CITY;Чижовка;53270
c52511;p;CITY;Чирино;52511
c52705;p;CITY;Чирковичи;52705
c53224;p;CITY;Чисть;53224
c53168;p;CITY;Чуриловичи;53168
c53469;p;CITY;Шабаны;53469
c52598;p;CITY;Шапечино;52598
c53194;p;CITY;Шапчицы;53194
c53610;p;CITY;Шарейки;53610
c52887;p;CITY;Шарпиловка;52887
c53395;p;CITY;Шацк;53395
c53220;p;CITY;Шашки;53220
c53228;p;CITY;Швабы;53228
c54635;p;CITY;Шейбаки;54635
c52309;p;CITY;Шени;52309
c53623;p;CITY;Шепелевичи;53623
c54503;p;CITY;Шерешево;54503
c52834;p;CITY;Шерстин;52834
c52833;p;CITY;Шиичи;52833
c52926;p;CITY;Шиловичи;52926
c52520;p;CITY;Ширки;52520
c52718;p;CITY;Широкое;52718
c54763;p;CITY;Шити;54763
c53586;p;CITY;Шклов;53586
c52910;p;CITY;Шкураты;52910
c42612;p;CITY;Шумилино;42612
c52664;p;CITY;Щедрин;52664
c53468;p;CITY;Щепичи;53468
c52350;p;CITY;Щерчово;52350
c53143;p;CITY;Щитковичи;53143
c54701;p;CITY;Щитомиричи;54701
c53400;p;CITY;Щомыслица;53400
c53011;p;CITY;Щорсы;53011
c42613;p;CITY;Щучин;42613
c52945;p;CITY;Эйгерды;52945
c54759;p;CITY;Экимань-1;54759
c54760;p;CITY;Экимань-2;54760
c42614;p;CITY;Энергетиков;42614
c53229;p;CITY;Энергия;53229
c53510;p;CITY;Эсьмоны;53510
c54702;p;CITY;Юбилейный;54702
c54593;p;CITY;Юбилейный;54593
c42615;p;CITY;Юбилейный;42615
c52574;p;CITY;Юньки;52574
c53099;p;CITY;Юратишки;53099
c52880;p;CITY;Юркевичи;52880
c52649;p;CITY;Юровичи;52649
c54761;p;CITY;Юровичи;54761
c53347;p;CITY;Юрьево;53347
c54703;p;CITY;Юхновка;54703
c54762;p;CITY;Юховичи;54762
c53329;p;CITY;Юшевичи;53329
c53305;p;CITY;Юшковичи;53305
c52299;p;CITY;Яглевичи;52299
c52397;p;CITY;Яечковичи;52397
c54764;p;CITY;Язвино;54764
c53205;p;CITY;Языль;53205
c52619;p;CITY;Якимовичи;52619
c52567;p;CITY;Яковлевичи;52567
c53331;p;CITY;Якубовичи;53331
c52538;p;CITY;Якубово;52538
c53449;p;CITY;Якшицы;53449
c53015;p;CITY;Ялуцевичи;53015
c53336;p;CITY;Яминск;53336
c53569;p;CITY;Ямное;53569
c54765;p;CITY;Яновичи;54765
c53651;p;CITY;Яновка;53651
c52789;p;CITY;Яново;52789
c53259;p;CITY;Яновщина;53259
c54594;p;CITY;Янтарный;54594
c53312;p;CITY;Янушковичи;53312
c52550;p;CITY;Ярево;52550
c53369;p;CITY;Яршевичи;53369
c53505;p;CITY;Ясень;53505
c54749;p;CITY;Ясный Лес;54749
c52954;p;CITY;Ятра;52954
c53288;p;CITY;Яхимовщина;53288
c36290;p;CITY;Александрия;36290
c54851;p;CITY;Александровка;54851
c54842;p;CITY;Байковцы;54842
c36312;p;CITY;Белая Церковь;36312
c36313;p;CITY;Белгород-Днестровский;36313
c36322;p;CITY;Бердянск;36322
c36341;p;CITY;Борислав;36341
c36342;p;CITY;Борисполь;36342
c54808;p;CITY;Бортничи;54808
c54806;p;CITY;Борщаговка Петропавловская;54806
c54807;p;CITY;Борщаговка Софиевская;54807
c54809;p;CITY;Боярка;54809
c36347;p;CITY;Бровары;36347
c54848;p;CITY;Бурлачья Балка;54848
c54810;p;CITY;Буча;54810
c54829;p;CITY;Великая Александровка;54829
c54828;p;CITY;Великая Дымерка;54828
c36374;p;CITY;Винница;36374
c54830;p;CITY;Вишневое;54830
c36391;p;CITY;Вышгород;36391
c54814;p;CITY;Гора;54814
c54815;p;CITY;Гостомель;54815
c36424;p;CITY;Днепродзержинск;36424
c36425;p;CITY;Днепропетровск;36425
c36433;p;CITY;Дрогобыч;36433
c54813;p;CITY;Дударков;54813
c36446;p;CITY;Житомир;36446
c54831;p;CITY;Зазимье;54831
c35614;p;CITY;Запорожье;35614
c36457;p;CITY;Здолбунов;36457
c36460;p;CITY;Знаменка;36460
c36461;p;CITY;Золотоноша;36461
c36468;p;CITY;Ивано-Франковск;36468
c36469;p;CITY;Измаил;36469
c54850;p;CITY;Ильичевск;54850
c36482;p;CITY;Калуш;36482
c54801;p;CITY;Каменское;54801
c54833;p;CITY;Капитановка;54833
c36491;p;CITY;Каховка;36491
c35601;p;CITY;Киев;35601
c54817;p;CITY;Козин;54817
c36510;p;CITY;Комсомольск;36510
c54816;p;CITY;Коцюбинск;54816
c36538;p;CITY;Кременчуг;36538
c54845;p;CITY;Кривой Рог;54845
c54832;p;CITY;Кропивницкий;54832
c54819;p;CITY;Крушинка;54819
c54818;p;CITY;Крюковщина;54818
c36554;p;CITY;Лисичанск;36554
c36559;p;CITY;Лубны;36559
c54820;p;CITY;Лубянка;54820
c54799;p;CITY;Лука-Мелешковская;54799
c36562;p;CITY;Луцк;36562
c35611;p;CITY;Львов;35611
c54846;p;CITY;Малаховка;54846
c54834;p;CITY;Малехов;54834
c36572;p;CITY;Малин;36572
c36577;p;CITY;Мариуполь;36577
c54821;p;CITY;Мартусовка;54821
c35604;p;CITY;Мелитополь;35604
c54802;p;CITY;Минай;54802
c36585;p;CITY;Миргород;36585
c36593;p;CITY;Мукачево;36593
c54838;p;CITY;Негин;54838
c54836;p;CITY;Нежухов;54836
c54835;p;CITY;Немиров;54835
c35617;p;CITY;Николаев;35617
c36604;p;CITY;Никополь;36604
c36606;p;CITY;Новая Каховка;36606
c36614;p;CITY;Нововолынск;36614
c54822;p;CITY;Новые Петровцы;54822
c36628;p;CITY;Обухов;36628
c35603;p;CITY;Одесса;35603
c54843;p;CITY;Олешки;54843
c36648;p;CITY;Переяслав-Хмельницкий;36648
c54823;p;CITY;Петровское;54823
c54844;p;CITY;Подворки;54844
c54837;p;CITY;Подрясное;54837
c54824;p;CITY;Подснежники;54824
c36659;p;CITY;Покровское;36659
c36663;p;CITY;Полтава;36663
c36666;p;CITY;Прилуки;36666
c36680;p;CITY;Рени;36680
c36685;p;CITY;Ровно;36685
c54803;p;CITY;Розовка;54803
c36691;p;CITY;Рубежное;36691
c35612;p;CITY;с. Зимна Вода;35612
c54827;p;CITY;Святопетровск;54827
c36703;p;CITY;Северодонецк;36703
c36713;p;CITY;Славутич;36713
c36716;p;CITY;Смела;36716
c54826;p;CITY;Старые Петровцы;54826
c54804;p;CITY;Сторожница;54804
c36737;p;CITY;Стрый;36737
c36739;p;CITY;Сумы;36739
c54825;p;CITY;Счастливое;54825
c54847;p;CITY;Таврийск;54847
c35609;p;CITY;Тернополь;35609
c54800;p;CITY;Торчин;54800
c36758;p;CITY;Тростянец;36758
c36767;p;CITY;Ужгород;36767
c36769;p;CITY;Умань;36769
c35605;p;CITY;Харьков;35605
c35613;p;CITY;Херсон;35613
c35610;p;CITY;Хмельницкий;35610
c35600;p;CITY;цуа;35600
c54811;p;CITY;Чабаны;54811
c54812;p;CITY;Чайки;54812
c36785;p;CITY;Черкассы;36785
c36787;p;CITY;Чернигов;36787
c35606;p;CITY;Черновцы;35606
c54849;p;CITY;Черноморск;54849
c36812;p;CITY;Южное;36812
